2 10.1634 3.15418 8.01174
2 7.66588 11.2315 11.2443
2 5.6387 9.9681 1.09261
2 9.08893 5.67304 7.43194
2 7.57186 9.02183 2.14154
2 11.311 10.9299 4.49941
2 9.42482 3.8312 5.66819
2 5.18077 6.16931 10.4969
2 8.57385 11.7152 7.96446
2 6.3338 2.48248 11.1871
2 11.3826 4.73601 8.20553
2 7.01951 7.16194 6.3643
2 8.35058 9.26857 8.69169
2 10.8703 5.54789 10.6498
2 2.4577 5.6632 9.79303
2 10.5927 11.3321 1.97561
2 7.08712 9.08657 11.0778
2 2.13699 6.84399 2.39225
2 7.48476 11.3402 2.03604
2 8.67732 2.01857 9.45498
2 8.47006 5.07779 11.957
2 3.29186 4.76549 6.79806
2 6.76727 6.6662 1.37682
2 3.51805 2.45667 4.20031
2 8.93262 9.61611 12.3288
2 4.58525 4.97143 8.30623
2 6.43067 4.97731 7.42242
2 10.7727 2.36666 3.81143
2 8.60871 6.84272 3.34101
2 10.0822 6.415 1.41931
2 11.2796 5.66334 3.6212
2 11.3207 8.90117 1.94189
2 7.28092 7.01177 8.99237
2 2.25966 4.09774 2.54041
2 10.689 0.875051 7.01227
2 11.1695 0.828306 9.24289
2 9.16091 4.28635 2.87173
2 3.83891 9.6262 10.7393
2 4.44814 7.52635 12.397
2 11.5219 7.21455 8.7026
2 5.73354 1.35778 3.88084
2 5.24447 3.06785 6.08189
2 8.63188 2.6257 12.0235
2 2.09148 7.22921 6.97197
2 4.32261 10.1127 8.14352
2 4.37309 11.4764 5.86751
2 5.02346 5.88591 5.6654
2 1.82396 1.40744 2.6926
2 9.15602 10.1692 6.25191
2 11.3853 9.19541 6.5672
2 3.85949 7.65019 8.84155
2 4.83262 8.68761 5.91608
2 4.14748 2.42104 1.57318
2 9.09411 7.52836 10.6997
2 3.02061 9.31747 1.68656
2 8.22072 2.08723 3.94905
2 6.57277 10.4149 6.73116
2 6.07424 7.55202 3.82764
2 11.4796 10.0215 11.3161
2 6.88232 2.91781 1.85193
2 1.82262 9.41506 8.8883
2 2.47555 5.76572 4.72974
2 5.05935 4.71419 0.936813
2 11.5761 5.05317 6.23697
