# Time-averaged data for fix temp_info
# TimeStep v_mytemp
4749000 2073.32
4752000 1941.26
4755000 2031.52
4758000 2139.31
4761000 1890.78
4764000 1894.84
4767000 1970.72
4770000 2117.93
4773000 1885.73
4776000 2011.59
4779000 1999.93
4782000 2136.15
4785000 2154.47
4788000 2131.13
4791000 2019.82
4794000 1883.48
4797000 2135
4800000 2009.07
4803000 2019.12
4806000 2034.33
4809000 2092.8
4812000 1959.75
4815000 1913.82
4818000 1760.54
4821000 2058.2
4824000 2032.49
4827000 1991.02
4830000 1869.27
4833000 2099.36
4836000 1996.93
4839000 2101.64
4842000 1922.33
4845000 1839.38
4848000 2215.95
4851000 1861.65
4854000 2066.76
4857000 1987.28
4860000 2035.36
4863000 1964.73
4866000 1883.98
4869000 2127.12
4872000 2100.04
4875000 1920.11
4878000 2099.38
4881000 2065.43
4884000 1922.24
4887000 1979.3
4890000 2066.93
4893000 1876.1
4896000 1908.5
4899000 1992.16
4902000 2029.91
4905000 2012.43
4908000 1926.93
4911000 2022.76
4914000 2014.37
4917000 1909.62
4920000 2145.42
4923000 1911.61
4926000 1993.58
4929000 1882.87
4932000 1930.12
4935000 1896.57
4938000 2186.92
4941000 2090.7
4944000 2086.54
4947000 1970.94
4950000 1994.88
4953000 2091.53
4956000 2150.92
4959000 2035.35
4962000 1885.65
4965000 1997.33
4968000 2091.05
4971000 2045.15
4974000 2038.84
4977000 1942.29
4980000 2018.54
4983000 2002.98
4986000 1940.18
4989000 2128.72
4992000 1976.47
4995000 1998.01
4998000 1948.15
5001000 2156.78
5004000 1918.21
5007000 1916.91
5010000 1919.81
5013000 1887.65
5016000 2090.1
5019000 2002.21
5022000 2273.78
5025000 1991.77
5028000 1883.02
5031000 1816.29
5034000 1974.23
5037000 2018.47
5040000 2056.61
5043000 1839.42
5046000 1994.71
5049000 2133.14
5052000 1918.36
5055000 1960.3
5058000 2008.16
5061000 2203.65
5064000 2068.8
5067000 1983.32
5070000 2043.37
5073000 1963.21
5076000 2160.91
5079000 2018.58
5082000 1992.55
5085000 1969.86
5088000 1939.42
5091000 2008.42
5094000 2044.37
5097000 2141
5100000 2169.51
5103000 1965.77
5106000 1987.02
5109000 2070.45
5112000 1884.88
5115000 2077.24
5118000 2014.01
5121000 2133.27
5124000 2040.09
5127000 2075.24
5130000 2034.88
5133000 1998.15
5136000 2308.36
5139000 2065.09
5142000 2134.56
5145000 1960.92
5148000 1948.02
5151000 1810.31
5154000 2220.58
5157000 2118.49
5160000 2014.23
5163000 1935.52
5166000 1905.87
5169000 2036.59
5172000 1955.69
5175000 1919.56
5178000 1982
5181000 1920.01
5184000 2202.08
5187000 2057.7
5190000 1941.71
5193000 1843.53
5196000 2130.25
5199000 2024.23
5202000 2026.96
5205000 1941.91
5208000 2026.99
5211000 1999.06
5214000 2226.6
5217000 2044.37
5220000 2144.33
5223000 2201.79
5226000 1881.49
5229000 1969.39
5232000 2016.91
5235000 2113.19
5238000 1944.36
5241000 1992.44
5244000 2110.59
5247000 1890.57
5250000 1959.93
5253000 2151.04
5256000 2157.52
5259000 2006.04
5262000 1809.53
5265000 1742.96
5268000 2093.3
5271000 1998.87
5274000 2094.37
5277000 2065.43
5280000 2088.13
5283000 1944.61
5286000 2032
5289000 2098.36
5292000 2109.09
5295000 2076.09
5298000 2032.36
5301000 1957.31
5304000 1976.04
5307000 1954.38
5310000 2111.45
5313000 2135.41
5316000 2067.44
5319000 2127.23
5322000 2074.47
5325000 2217.77
5328000 1872.2
5331000 2060.9
5334000 2133.44
5337000 2109.61
5340000 2041.58
5343000 1960.62
5346000 2038.56
5349000 2033.74
5352000 1992.71
5355000 1903
5358000 2161.89
5361000 2207.65
5364000 2071.76
5367000 2005.28
5370000 2016.58
5373000 2084.57
5376000 2055.01
5379000 2137.13
5382000 2078.16
5385000 1950.91
5388000 2257.23
5391000 2003.5
5394000 2010.82
5397000 2014.45
5400000 2191.72
5403000 1905.66
5406000 1996.89
5409000 1899.82
5412000 2021.37
5415000 1988.32
5418000 1949.37
5421000 2046.56
5424000 2134.92
5427000 1954.8
5430000 2081.62
5433000 2130.72
5436000 1879.19
5439000 1948.6
5442000 2048.29
5445000 2060.84
5448000 2063.92
5451000 1968.82
5454000 2135.34
5457000 1997.25
5460000 1942.37
5463000 1923.86
5466000 2237.98
5469000 1856.61
5472000 2123.97
5475000 2023.52
5478000 2030.25
5481000 1906.16
5484000 1964.85
5487000 1981.51
5490000 1995.75
5493000 2017.9
5496000 1915.41
5499000 1985.86
5502000 2165.4
5505000 2180.93
5508000 2275.63
5511000 2037.82
5514000 2040.12
5517000 2024.03
5520000 2043.33
5523000 1991.8
5526000 1942.7
5529000 1950.39
5532000 2195.85
5535000 2037.07
5538000 2170.06
5541000 2094.36
5544000 2073.64
5547000 1950.5
5550000 2007.81
5553000 1746.23
5556000 2229.12
5559000 2214.49
5562000 2047.93
5565000 1788.15
5568000 2140
5571000 2045.9
5574000 2092.81
5577000 2230.24
5580000 2070.68
5583000 1736.72
5586000 2102.2
5589000 1983.22
5592000 2091.17
5595000 1898.06
5598000 2144.17
5601000 2207.47
5604000 2068.44
5607000 1938.36
5610000 2011.44
5613000 2079.91
5616000 1985.02
5619000 2012.86
5622000 1949.24
5625000 1963.77
5628000 1937
5631000 2104.37
5634000 2083.44
5637000 2030.81
5640000 1769.74
5643000 1844.65
5646000 1845.26
5649000 2033.04
5652000 1926.54
5655000 1895.59
5658000 2055.27
5661000 1863.06
5664000 1855.9
5667000 2110.38
5670000 1753.22
5673000 2039.68
5676000 1880.25
5679000 1863.12
5682000 2040.15
5685000 2056.59
5688000 1819.33
5691000 1940.27
5694000 2026.67
5697000 2102.43
5700000 1952.12
5703000 1842.59
5706000 1794.71
5709000 1857.85
5712000 1761
5715000 1976.22
5718000 1893.21
5721000 1833.55
5724000 1884.54
5727000 1748.51
5730000 1875.64
5733000 1732.98
5736000 1982.88
5739000 1977.39
5742000 1770.36
5745000 1812.58
5748000 1707.27
5751000 1690.07
5754000 1881.24
5757000 1804.95
5760000 1887.73
5763000 1776.82
5766000 1854.79
5769000 1759.56
5772000 1777.67
5775000 1766.4
5778000 1695.48
5781000 1721.56
5784000 1833.91
5787000 1856.79
5790000 1733.01
5793000 1807.92
5796000 1744.89
5799000 1811.69
5802000 1702.28
5805000 1695.71
5808000 1861.63
5811000 1575.01
5814000 1658.04
5817000 1784.03
5820000 1652.33
5823000 1809.95
5826000 1734.46
5829000 1704.73
5832000 1654.73
5835000 1786.13
5838000 1665.36
5841000 1539.02
5844000 1744.99
5847000 1833.67
5850000 1605.49
5853000 1821.97
5856000 1610.82
5859000 1685.9
5862000 1697
5865000 1580.28
5868000 1747.19
5871000 1598.42
5874000 1732.33
5877000 1718.04
5880000 1541.39
5883000 1563.48
5886000 1780.46
5889000 1550.11
5892000 1589.51
5895000 1658.87
5898000 1756.02
5901000 1729.53
5904000 1580.81
5907000 1681.36
5910000 1676.23
5913000 1567.3
5916000 1637.82
5919000 1506.96
5922000 1634.65
5925000 1578.37
5928000 1583.87
5931000 1590.89
5934000 1545.04
5937000 1484.21
5940000 1510.68
5943000 1606.84
5946000 1736.85
5949000 1567.06
5952000 1431.06
5955000 1549.28
5958000 1529.95
5961000 1587.48
5964000 1592.54
5967000 1499.98
5970000 1560.96
5973000 1631.12
5976000 1567.99
5979000 1510.28
5982000 1532.85
5985000 1605.33
5988000 1567.11
5991000 1535.67
5994000 1419.54
5997000 1437.71
6000000 1457.32
6003000 1492.07
6006000 1420.44
6009000 1524.68
6012000 1436.79
6015000 1580.94
6018000 1471.66
6021000 1484.55
6024000 1475.73
6027000 1519.94
6030000 1517.33
6033000 1412.94
6036000 1442.94
6039000 1380.63
6042000 1400.64
6045000 1392.58
6048000 1495.43
6051000 1461.46
6054000 1431.98
6057000 1405.04
6060000 1579.22
6063000 1411.64
6066000 1461.35
6069000 1420.28
6072000 1380.27
6075000 1458.56
6078000 1369.11
6081000 1175.28
6084000 1348.74
6087000 1395.45
6090000 1344.82
6093000 1405.35
6096000 1398.4
6099000 1390.41
6102000 1414.14
6105000 1359.27
6108000 1312.24
6111000 1536.74
6114000 1422.9
6117000 1183.65
6120000 1393.94
6123000 1265.72
6126000 1241.19
6129000 1259.64
6132000 1372.54
6135000 1402.28
6138000 1405.06
6141000 1443.78
6144000 1340
6147000 1416.3
6150000 1343.06
6153000 1339.23
6156000 1301.79
6159000 1342.84
6162000 1291.75
6165000 1282.53
6168000 1350.13
6171000 1291.97
6174000 1369.73
6177000 1178.96
6180000 1308.84
6183000 1269.92
6186000 1317.3
6189000 1212.37
6192000 1235.71
6195000 1264.84
6198000 1285.77
6201000 1279.48
6204000 1154.25
6207000 1321.18
6210000 1287.77
6213000 1201.53
6216000 1276.99
6219000 1132.28
6222000 1294.21
6225000 1255.8
6228000 1166.53
6231000 1215.22
6234000 1334.33
6237000 1229.23
6240000 1216.62
6243000 1194.68
6246000 1228.52
6249000 1243.93
6252000 1158.05
6255000 1048.94
6258000 1159.95
6261000 1213.69
6264000 1232.44
6267000 1167
6270000 1188.77
6273000 1232.47
6276000 1210.09
6279000 1225.49
6282000 1049.56
6285000 1187.37
6288000 1158.9
6291000 1089.98
6294000 1190.83
6297000 1119.54
6300000 1139.9
6303000 1154.22
6306000 1171.66
6309000 1100.38
6312000 1078.99
6315000 1218.08
6318000 1100.77
6321000 1040.42
6324000 1143.77
6327000 942.71
6330000 1093.38
6333000 1107.93
6336000 1001.91
6339000 977.543
6342000 1081.6
6345000 1014.52
6348000 1061.96
6351000 1085.76
6354000 1109.86
6357000 982.382
6360000 1059.56
6363000 1099.65
6366000 1029.47
6369000 923.006
6372000 1073.73
6375000 976.589
6378000 981.333
6381000 999.714
6384000 1036.94
6387000 1040.51
6390000 952.963
6393000 1032.33
6396000 958.412
6399000 954.46
6402000 906.441
6405000 1033.49
6408000 1008.45
6411000 1094.43
6414000 1037.86
6417000 913.182
6420000 1023.26
6423000 995.132
6426000 1034.08
6429000 964.835
6432000 1015.69
6435000 977.286
6438000 888.003
6441000 982.124
6444000 1024.03
6447000 1038.57
6450000 991.346
6453000 961.093
6456000 1075.14
6459000 1024.77
6462000 1089.65
6465000 1038.5
6468000 980.627
6471000 1076.54
6474000 1057.77
6477000 1051.73
6480000 921.122
6483000 1012.4
6486000 985.82
6489000 944.767
6492000 968.755
6495000 1028.77
6498000 962.38
6501000 1123.61
6504000 1008.97
6507000 1068.26
6510000 1000.12
6513000 1009.26
6516000 1024.5
6519000 905.463
6522000 997.74
6525000 1060.61
6528000 988.598
6531000 1053.84
6534000 1130.11
6537000 1053.33
6540000 981.098
6543000 964.789
6546000 962.033
6549000 938.516
6552000 1019.19
6555000 944.975
6558000 1024.85
6561000 994.207
6564000 995.325
6567000 958.474
6570000 923.556
6573000 980.226
6576000 971.338
6579000 927.595
6582000 999.898
6585000 958.801
6588000 1001.17
6591000 989.388
6594000 1031.97
6597000 1012.27
6600000 1012.38
6603000 1012.07
6606000 988.951
6609000 867.285
6612000 987.24
6615000 1036.59
6618000 944.857
6621000 1012.1
6624000 962.222
6627000 962.68
6630000 1062.5
6633000 982.41
6636000 1023.66
6639000 1006.42
6642000 907.759
6645000 1052.11
6648000 933.728
6651000 1029.22
6654000 983.344
6657000 957.829
6660000 901.319
6663000 1069.39
6666000 1107.65
6669000 987.399
6672000 922.623
6675000 1007.69
6678000 966.636
6681000 1014.19
6684000 1058.35
6687000 1029
6690000 843.181
6693000 1012.53
6696000 990.48
6699000 1030.65
6702000 953.374
6705000 934.754
6708000 1069.6
6711000 1044.22
6714000 952.562
6717000 992.743
6720000 1051.78
6723000 931.702
6726000 946.969
6729000 920.311
6732000 1070.35
6735000 971.069
6738000 946.436
6741000 978.577
6744000 981.035
6747000 966.303
6750000 994.662
6753000 988.79
6756000 1029.06
6759000 936.289
6762000 1122.24
6765000 1007.73
6768000 1014.8
6771000 1027.71
6774000 1026.35
6777000 941.722
6780000 1011.7
6783000 1046.68
6786000 1003.21
6789000 972.109
6792000 1003.11
6795000 975.827
6798000 909.454
6801000 969.395
6804000 1030.38
6807000 947.745
6810000 1009.78
6813000 1021.62
6816000 1078.62
6819000 945.684
6822000 1025.84
6825000 1015.69
6828000 1051.21
6831000 1021.19
6834000 1088.68
6837000 914.494
6840000 1049.04
6843000 989.251
6846000 933.598
6849000 1048.73
6852000 1039.95
6855000 934.483
6858000 900.02
6861000 1048.11
6864000 1003.05
6867000 949.374
6870000 997.971
6873000 1050.69
6876000 991.115
6879000 1046.69
6882000 1003.2
6885000 972.948
6888000 957.179
6891000 1019.91
6894000 1030.98
6897000 1018.57
6900000 1044.67
6903000 984.44
6906000 1008.87
6909000 865.646
6912000 1012.96
6915000 993.541
6918000 1093.4
6921000 1086.83
6924000 995.787
6927000 1117.25
6930000 922.394
6933000 948.805
6936000 1080.01
6939000 943.889
6942000 1052.1
6945000 1077.73
6948000 1044.05
6951000 997.735
6954000 898.732
6957000 1012.28
6960000 985.773
6963000 964.183
6966000 1087.48
6969000 959.856
6972000 1079.42
6975000 958.046
6978000 961.759
6981000 1003.47
6984000 1011.71
6987000 1028.88
6990000 997.654
6993000 1156.9
6996000 989.525
6999000 1016.35
7002000 957.703
7005000 1022.91
7008000 940.011
7011000 1061.03
7014000 960.298
7017000 1059.77
7020000 1031.83
7023000 1025.95
7026000 997.613
7029000 950.474
7032000 1006.42
7035000 1038.27
7038000 976.886
7041000 906.268
7044000 941.258
7047000 952.764
7050000 1074.94
7053000 997.176
7056000 937.616
7059000 927.561
7062000 1042.79
7065000 1043.84
7068000 937.279
7071000 1006.95
7074000 1041.03
7077000 996.658
7080000 968.112
7083000 928.604
7086000 1002.22
7089000 1012.43
7092000 1002.54
7095000 992.211
7098000 1051.31
7101000 1002.01
7104000 954.47
7107000 969.615
7110000 1041.28
7113000 1038
7116000 1049.54
7119000 1029.56
7122000 1047.39
7125000 977.197
7128000 1110.1
7131000 990.685
7134000 1158.12
7137000 997.058
7140000 1022.19
7143000 1112.91
7146000 1049.42
7149000 1013.48
7152000 1042.59
7155000 1025.47
7158000 972.726
7161000 1035.22
7164000 967.15
7167000 989.176
7170000 1016.07
7173000 1055.11
7176000 917.487
7179000 1077.1
7182000 959.943
7185000 1011.63
7188000 976.107
7191000 1054.56
7194000 1074.64
7197000 1033.63
7200000 999.941
7203000 1035.43
7206000 1032.78
7209000 964.203
7212000 937.823
7215000 1111.01
7218000 988.811
7221000 984.502
7224000 991.1
7227000 980.358
7230000 892.581
7233000 891.348
7236000 1024.15
7239000 995.105
7242000 897.579
7245000 975.41
7248000 944.61
7251000 889.952
7254000 970.772
7257000 1000.13
7260000 1021.89
7263000 995.082
7266000 984.105
7269000 903.243
7272000 1035.27
7275000 1012.2
7278000 980.688
7281000 929.154
7284000 943.826
7287000 1009.61
7290000 1008.33
7293000 917.772
7296000 944.033
7299000 898.194
7302000 909.794
7305000 898.68
7308000 845.204
7311000 986.554
7314000 883.244
7317000 833.41
7320000 981.672
7323000 937.284
7326000 884.438
7329000 893.86
7332000 835.965
7335000 886.322
7338000 929.094
7341000 956.725
7344000 920.327
7347000 931.69
7350000 1012.58
7353000 949.881
7356000 922.843
7359000 840.389
7362000 871.101
7365000 833.599
7368000 894.631
7371000 882.383
7374000 858.346
7377000 860.916
7380000 918.847
7383000 976.273
7386000 911.229
7389000 858.143
7392000 816.362
7395000 926.196
7398000 828.474
7401000 925.257
7404000 915.715
7407000 790.536
7410000 852.897
7413000 876.128
7416000 835.598
7419000 885.573
7422000 755.836
7425000 911.144
7428000 822.18
7431000 844.262
7434000 817.74
7437000 784.465
7440000 822.081
7443000 861.413
7446000 838.093
7449000 880.909
7452000 834.836
7455000 838.744
7458000 818
7461000 869.12
7464000 847.808
7467000 782.086
7470000 783.008
7473000 836.259
7476000 764.832
7479000 852.366
7482000 865.777
7485000 840.829
7488000 852.35
7491000 788.885
7494000 798.409
7497000 782.262
7500000 857.458
7503000 769.439
7506000 853.224
7509000 733.345
7512000 875.04
7515000 771.553
7518000 741.938
7521000 807.003
7524000 849.149
7527000 764.345
7530000 816.766
7533000 764.376
7536000 717.501
7539000 804.997
7542000 812.246
7545000 761.116
7548000 687.303
7551000 773.308
7554000 805.336
7557000 781.147
7560000 784.105
7563000 725.461
7566000 806.494
7569000 759.082
7572000 707.236
7575000 795.864
7578000 779.246
7581000 773.111
7584000 783.958
7587000 762.905
7590000 703.653
7593000 747.529
7596000 692.023
7599000 777.615
7602000 717.864
7605000 713.129
7608000 724.81
7611000 704.811
7614000 763.412
7617000 720.907
7620000 765.869
7623000 751.63
7626000 720.904
7629000 800.752
7632000 715.249
7635000 725.062
7638000 772.93
7641000 706.49
7644000 765.297
7647000 745.017
7650000 700.27
7653000 695.701
7656000 727.187
7659000 765.896
7662000 667.613
7665000 734.057
7668000 672.315
7671000 665.927
7674000 704.318
7677000 736.472
7680000 665.346
7683000 746.777
7686000 716.009
7689000 724.431
7692000 686.917
7695000 663.108
7698000 704.668
7701000 650.12
7704000 679.953
7707000 714.72
7710000 647.052
7713000 701.452
7716000 653.297
7719000 711.748
7722000 592.281
7725000 674.089
7728000 755.369
7731000 666.793
7734000 712.645
7737000 645.133
7740000 664.727
7743000 663.619
7746000 644.53
7749000 704.128
7752000 663.605
7755000 585.962
7758000 645.013
7761000 654.97
7764000 669.11
7767000 622.154
7770000 586.245
7773000 685.828
7776000 648.044
7779000 632.272
7782000 628.153
7785000 613.213
7788000 651.647
7791000 661.025
7794000 612.85
7797000 659.083
7800000 650.074
7803000 621.135
7806000 649.011
7809000 638.156
7812000 678.736
7815000 576.701
7818000 633.701
7821000 588.585
7824000 599.829
7827000 632.843
7830000 571.642
7833000 583.394
7836000 600.019
7839000 578.196
7842000 594.183
7845000 576.751
7848000 632.427
7851000 617.668
7854000 580.072
7857000 566.567
7860000 548.052
7863000 614.565
7866000 577.928
7869000 615.614
7872000 590.785
7875000 607.014
7878000 611.618
7881000 570.141
7884000 548.827
7887000 568.129
7890000 562.415
7893000 561.339
7896000 649.636
7899000 557.585
7902000 527.871
7905000 598.077
7908000 550.605
7911000 562.644
7914000 621.121
7917000 524.286
7920000 579.466
7923000 533.931
7926000 551.149
7929000 573.339
7932000 507.155
7935000 508.641
7938000 572.932
7941000 555.135
7944000 504.564
7947000 470.816
7950000 559.652
7953000 506.062
7956000 562.555
7959000 518.721
7962000 476.788
7965000 519.029
7968000 489.964
7971000 533.305
7974000 549.094
7977000 518.869
7980000 462.117
7983000 524.369
7986000 523.662
7989000 526.688
7992000 543.011
7995000 533.988
7998000 488.312
8001000 466.215
8004000 531.859
8007000 526.618
8010000 514.888
8013000 487.011
8016000 499.683
8019000 494.507
8022000 490.973
8025000 540.012
8028000 532.943
8031000 529.625
8034000 486.45
8037000 448.412
8040000 521.268
8043000 472.249
8046000 473.579
8049000 479.319
8052000 460.663
8055000 456.791
8058000 508.846
8061000 495.775
8064000 470.426
8067000 522.234
8070000 542.509
8073000 509.585
8076000 492.938
8079000 511.902
8082000 502.508
8085000 551.053
8088000 505.718
8091000 492.53
8094000 472.123
8097000 473.398
8100000 539.498
8103000 508.278
8106000 532.364
8109000 477.805
8112000 512.362
8115000 466.131
8118000 511.55
8121000 527.177
8124000 481.266
8127000 492.468
8130000 573.877
8133000 498.702
8136000 440.703
8139000 465.718
8142000 541.01
8145000 467.779
8148000 505.899
8151000 471.562
8154000 498.723
8157000 500.992
8160000 487.921
8163000 496.772
8166000 503.919
8169000 502.497
8172000 477.094
8175000 513.696
8178000 528.617
8181000 488.563
8184000 465.724
8187000 492.924
8190000 487.422
8193000 499.358
8196000 470.624
8199000 497.028
8202000 485.924
8205000 515.689
8208000 495.907
8211000 505.159
8214000 512.463
8217000 486.189
8220000 526.681
8223000 484.163
8226000 501.207
8229000 459.201
8232000 510.444
8235000 447.095
8238000 531.172
8241000 459.887
8244000 518.259
8247000 535.427
8250000 503.977
8253000 517.092
8256000 501.215
8259000 488.654
8262000 494.107
8265000 505.145
8268000 492.107
8271000 490.197
8274000 509.172
8277000 515.692
8280000 480.642
8283000 509.107
8286000 509.865
8289000 459.451
8292000 532.34
8295000 534.646
8298000 517.966
8301000 484.307
8304000 448.934
8307000 520.667
8310000 494.973
8313000 506.298
8316000 512.775
8319000 479.674
8322000 500.909
8325000 514.43
8328000 499.131
8331000 513.785
8334000 548.415
8337000 545.942
8340000 475.705
8343000 520.935
8346000 480.55
8349000 466.898
8352000 472.148
8355000 515.056
8358000 506.571
8361000 488.417
8364000 544.957
8367000 505.563
8370000 502.077
8373000 549.421
8376000 539.391
8379000 540.658
8382000 512.748
8385000 512.063
8388000 530.844
8391000 494.948
8394000 496.539
8397000 474.549
8400000 511.573
8403000 463.603
8406000 477.158
8409000 509.758
8412000 498.951
8415000 486.112
8418000 491.054
8421000 465.281
8424000 575.441
8427000 478.866
8430000 489.4
8433000 509.85
8436000 518.158
8439000 519.466
8442000 557.998
8445000 468.398
8448000 501.462
8451000 509.566
8454000 511.482
8457000 527.503
8460000 517.477
8463000 501.307
8466000 517.007
8469000 511.431
8472000 481.879
8475000 536.506
8478000 474.174
8481000 540.847
8484000 493.948
8487000 528.964
8490000 460.09
8493000 485.55
8496000 501.302
8499000 467.865
8502000 520.963
8505000 547.9
8508000 524.54
8511000 494.102
8514000 491.699
8517000 507.906
8520000 495.683
8523000 458.96
8526000 514.866
8529000 522.402
8532000 526.951
8535000 533.059
8538000 525.49
8541000 448.518
8544000 488.115
8547000 473.862
8550000 529.074
8553000 484.287
8556000 504.86
8559000 474.369
8562000 492.169
8565000 490.551
8568000 476.983
8571000 524.151
8574000 551.216
8577000 506.169
8580000 515.457
8583000 517.667
8586000 484.447
8589000 501.132
8592000 518.116
8595000 497.551
8598000 493.616
8601000 515.452
8604000 528.379
8607000 482.728
8610000 489.15
8613000 497.959
8616000 506.668
8619000 491.428
8622000 475.778
8625000 503.849
8628000 508.974
8631000 490.902
8634000 509.27
8637000 495.261
8640000 488.599
8643000 514.27
8646000 499.699
8649000 487.992
8652000 458.423
8655000 522.162
8658000 506.498
8661000 513.687
8664000 489.381
8667000 513.159
8670000 529.694
8673000 470.181
8676000 495.598
8679000 527.385
8682000 482.529
8685000 506.135
8688000 491.04
8691000 524.133
8694000 525.601
8697000 506.798
8700000 465.725
8703000 538.68
8706000 506.813
8709000 485.938
8712000 515.693
8715000 496.816
8718000 500.311
8721000 460.334
8724000 508.305
8727000 482.134
8730000 466.01
8733000 576.647
8736000 483.915
8739000 448.763
8742000 522.524
8745000 505.591
8748000 492.124
8751000 524.511
8754000 486.948
8757000 518.537
8760000 502.425
8763000 503.281
8766000 483.079
8769000 491.346
8772000 508.571
8775000 465.183
8778000 525.215
8781000 530.028
8784000 511.43
8787000 502.845
8790000 512.387
8793000 541.136
8796000 507.712
8799000 499.245
8802000 507.475
8805000 544.378
8808000 483.809
8811000 490.966
8814000 495.672
8817000 516.436
8820000 485.539
8823000 486.478
8826000 505.698
8829000 512.8
8832000 490.865
8835000 496.096
8838000 447.606
8841000 507.135
8844000 491.858
8847000 443.483
8850000 481.624
8853000 497.56
8856000 437.405
8859000 478.876
8862000 492.51
8865000 488.365
8868000 430.291
8871000 425.619
8874000 441.421
8877000 455.919
8880000 470.029
8883000 392.232
8886000 466.328
8889000 475.646
8892000 476.347
8895000 410.109
8898000 439
8901000 443.732
8904000 421.301
8907000 389.243
8910000 438.062
8913000 427.531
8916000 445.637
8919000 436.068
8922000 404.745
8925000 436.023
8928000 434.592
8931000 415.47
8934000 395.57
8937000 389.912
8940000 404.179
8943000 383.753
8946000 398.395
8949000 433.559
8952000 381.667
8955000 409.64
8958000 408.998
8961000 425.151
8964000 411.924
8967000 358.39
8970000 425.508
8973000 401.344
8976000 383.966
8979000 397.305
8982000 409.716
8985000 391.396
8988000 391.402
8991000 395.616
8994000 352.375
8997000 389.944
9000000 356.511
9003000 374.135
9006000 380.2
9009000 381.241
9012000 367.259
9015000 361.718
9018000 360.119
9021000 330.493
9024000 357.236
9027000 349.5
9030000 362.438
9033000 334.134
9036000 335.738
9039000 348.481
9042000 360.167
9045000 343.215
9048000 353.43
9051000 346.534
9054000 339.755
9057000 368.706
9060000 353.585
9063000 324.961
9066000 333.088
9069000 340.255
9072000 300.528
9075000 317.74
9078000 312.594
9081000 341.283
9084000 305.978
9087000 310.298
9090000 330.982
9093000 286.845
9096000 327.68
9099000 287.726
9102000 326.096
9105000 320.289
9108000 301.617
9111000 281.035
9114000 315.716
9117000 295.439
9120000 304.994
9123000 320.696
9126000 312.156
9129000 292.991
9132000 309.172
9135000 310.416
9138000 257.702
9141000 294.565
9144000 289.984
9147000 284.969
9150000 280.772
9153000 275.755
9156000 298.35
9159000 294.37
9162000 279.732
9165000 286.8
9168000 258.761
9171000 262.865
9174000 273.831
9177000 276.007
9180000 272.664
9183000 273.802
9186000 270.943
9189000 272.031
9192000 255.773
9195000 253.344
9198000 265.622
9201000 296.613
9204000 255.694
9207000 232.439
9210000 244.565
9213000 262.843
9216000 271.589
9219000 236.565
9222000 229.684
9225000 233.555
9228000 222.399
9231000 243.782
9234000 221.927
9237000 229.716
9240000 233.422
9243000 210.088
9246000 236.49
9249000 214.788
9252000 217.789
9255000 216.048
9258000 222.897
9261000 222.165
9264000 209.164
9267000 217.877
9270000 205.86
9273000 216.309
9276000 210.665
9279000 211.228
9282000 224.621
9285000 205.044
9288000 194.875
9291000 199.439
9294000 201.615
9297000 194.913
9300000 203.756
9303000 212.111
9306000 179.791
9309000 180.247
9312000 183.163
9315000 176.694
9318000 179.851
9321000 175.806
9324000 187.694
9327000 173.386
9330000 173.353
9333000 180.292
9336000 166.478
9339000 168.615
9342000 151.053
9345000 168.991
9348000 170.56
9351000 171.781
9354000 159.13
9357000 158.522
9360000 165.665
9363000 154.537
9366000 156.364
9369000 154.787
9372000 149.385
9375000 149.878
9378000 141.123
9381000 153.813
9384000 130.926
9387000 136.63
9390000 135.106
9393000 135.512
9396000 135.214
9399000 138.657
9402000 133.584
9405000 132.917
9408000 127.327
9411000 125.778
9414000 126.972
9417000 124.609
9420000 113.382
9423000 111.847
9426000 114.857
9429000 119.128
9432000 110.246
9435000 113.803
9438000 106.639
9441000 105.466
9444000 113.679
9447000 104.254
9450000 108.258
9453000 96.3601
9456000 101.633
9459000 88.1494
9462000 93.7368
9465000 99.8036
9468000 90.5922
9471000 97.5892
9474000 85.5402
9477000 81.6394
9480000 85.2952
9483000 82.343
9486000 72.863
9489000 79.2679
9492000 83.188
9495000 74.2506
9498000 67.6128
9501000 71.6064
9504000 70.545
9507000 63.9359
9510000 59.6631
9513000 63.1991
9516000 59.9632
9519000 63.9884
9522000 59.6562
9525000 57.332
9528000 53.9867
9531000 51.5583
9534000 54.7342
9537000 48.3099
9540000 46.8549
9543000 46.4873
9546000 45.5838
9549000 38.9755
9552000 36.484
9555000 35.3644
9558000 38.8854
9561000 32.4532
9564000 33.0124
9567000 29.3998
9570000 28.8155
9573000 26.2685
9576000 24.372
9579000 22.5273
9582000 19.9169
9585000 19.1199
9588000 18.826
9591000 16.231
9594000 13.3157
9597000 11.897
9600000 10.3994
9603000 9.8116
9606000 10.142
9609000 10.693
9612000 9.88579
9615000 9.54006
9618000 9.49969
9621000 10.5837
9624000 10.071
9627000 9.35165
9630000 9.62973
9633000 9.25082
9636000 9.7272
9639000 10.6307
9642000 9.53726
9645000 10.2968
9648000 9.4538
9651000 10.8711
9654000 10.0881
9657000 10.3481
9660000 9.49672
9663000 9.32714
9666000 10.3243
9669000 9.34303
9672000 9.66245
9675000 9.5702
9678000 10.2422
9681000 9.35118
9684000 10.7549
9687000 10.5365
9690000 9.93166
9693000 9.26826
9696000 10.2508
9699000 10.6703
9702000 9.61256
9705000 10.5142
9708000 9.46967
